Date,High,Low,Mid,Last,Bid,Ask,Volume
2017-06-13,0.27544,0.23406,0.25652,0.25739,0.25565,0.25739,4131825.0352722
2017-06-14,0.29554,0.24249,0.25168,0.25297,0.25036,0.253,7730178.258524
2017-06-15,0.26097,0.20347,0.243655,0.24362,0.24337,0.24394,3955960.4381959
2017-06-16,0.25024,0.22514,0.24334,0.24398,0.24272,0.24396,2251397.9268891
2017-06-17,0.26195,0.23475,0.261415,0.2609,0.2609,0.26193,3873940.2476559
2017-06-18,0.27637,0.24347,0.260975,0.26188,0.26013,0.26182,4051277.3576156
2017-06-19,0.26995,0.25806,0.268145,0.26824,0.26799,0.2683,2113922.3062228
2017-06-20,0.3237,0.26721,0.312015,0.31225,0.31104,0.31299,9198723.3390441
2017-06-21,0.31245,0.25201,0.26254,0.26369,0.2612,0.26388,4953138.4709765
2017-06-22,0.27746,0.25823,0.27435,0.2754,0.2735,0.2752,2461636.0337397
2017-06-23,0.29239,0.27324,0.29137,0.29179,0.29084,0.2919,3203485.0508436
2017-06-24,0.2998,0.2612,0.26921,0.27046,0.26801,0.27041,3779780.4168201
2017-06-25,0.27675,0.24596,0.254175,0.25594,0.25331,0.25504,2988243.1759873
2017-06-26,0.26195,0.219,0.241535,0.2429,0.24025,0.24282,7271234.9391144
2017-06-27,0.254,0.216,0.252975,0.25298,0.25297,0.25298,5020805.3232454
2017-06-28,0.26345,0.24379,0.261245,0.2618,0.26069,0.2618,3255989.5573045
2017-06-29,0.26645,0.242,0.25252,0.25252,0.25181,0.25323,2206429.8365373
2017-06-30,0.2581,0.24412,0.24523,0.24412,0.24412,0.24634,2169778.073192
2017-07-01,0.2451,0.2259,0.23021,0.23131,0.22935,0.23107,1686505.9955003
2017-07-02,0.2455,0.22901,0.24459,0.24536,0.24387,0.24531,1196625.0179545
2017-07-03,0.2561,0.24086,0.2524,0.25245,0.25235,0.25245,3115971.5089821
2017-07-04,0.25653,0.24453,0.245225,0.24477,0.24478,0.24567,1862230.0759694
2017-07-05,0.25515,0.2422,0.251315,0.25203,0.25097,0.25166,2080113.5916779
2017-07-06,0.25168,0.2463,0.249315,0.24983,0.24874,0.24989,1528399.9150651
2017-07-07,0.2509,0.2276,0.22894,0.228,0.228,0.22988,3431519.6717663
2017-07-08,0.23212,0.209,0.227675,0.22686,0.22687,0.22848,3815277.9836716
2017-07-09,0.24255,0.2237,0.224765,0.225,0.22454,0.22499,1238555.6210482
2017-07-10,0.22714,0.192,0.192575,0.192,0.192,0.19315,4385435.6719369
2017-07-11,0.19662,0.148,0.176425,0.17749,0.17538,0.17747,15916358.326022
2017-07-12,0.19295,0.16102,0.189195,0.18859,0.18907,0.18932,7412627.9910193
2017-07-13,0.21718,0.1785,0.19037,0.1909,0.18984,0.1909,3709969.7303712
2017-07-14,0.19355,0.17254,0.17964,0.17988,0.1794,0.17988,3293569.0098012
2017-07-15,0.18397,0.17167,0.17532,0.17468,0.17472,0.17592,3639999.8417008
2017-07-16,0.17585,0.129,0.14781,0.14821,0.14724,0.14838,13688437.342511
2017-07-17,0.17072,0.14337,0.16905,0.1689,0.1689,0.1692,8194295.0437492
2017-07-18,0.1853,0.16,0.178405,0.17601,0.17604,0.18077,4124902.2776626
2017-07-19,0.184,0.15854,0.163885,0.16332,0.16336,0.16441,3693457.8313974
2017-07-20,0.19324,0.15752,0.19265,0.19324,0.192,0.1933,5073410.4970815
2017-07-21,0.19575,0.18187,0.18583,0.187,0.18485,0.18681,4093768.8593411
2017-07-22,0.20199,0.18101,0.198845,0.199,0.19869,0.199,5105894.3828469
2017-07-23,0.20743,0.1865,0.19642,0.19722,0.19584,0.197,6551203.8318038
2017-07-24,0.19881,0.19,0.191955,0.1915,0.1915,0.19241,2519523.627906
2017-07-25,0.19356,0.16633,0.17238,0.17265,0.17142,0.17334,5805657.7412767
2017-07-26,0.179,0.16409,0.1722,0.17237,0.17194,0.17246,3564416.8271744
2017-07-27,0.17575,0.16889,0.173895,0.17421,0.17324,0.17455,2450134.4022384
2017-07-28,0.17409,0.15608,0.16165,0.161,0.1611,0.1622,3577789.8800963
2017-07-29,0.16875,0.15429,0.164055,0.1641,0.164,0.16411,2160817.7393554
2017-07-30,0.17194,0.161,0.16244,0.16201,0.162,0.16288,2324130.9186057
2017-07-31,0.168,0.15812,0.164405,0.1649,0.16372,0.16509,2657046.0365728
2017-08-01,0.18496,0.1586,0.177505,0.17798,0.17725,0.17776,6861328.9364952
2017-08-02,0.18,0.16808,0.1722,0.17269,0.1718,0.1726,5979180.0607296
2017-08-03,0.17773,0.16927,0.17629,0.1765,0.17581,0.17677,2991940.4692066
2017-08-04,0.177,0.17075,0.17369,0.17369,0.17368,0.1737,3306172.2359223
2017-08-05,0.192,0.17147,0.184305,0.18492,0.18372,0.18489,9005163.8827267
2017-08-06,0.1895,0.17804,0.18107,0.18056,0.18057,0.18157,3637879.8825414
2017-08-07,0.18228,0.1759,0.179115,0.1791,0.1791,0.17913,6329010.4828696
2017-08-08,0.19908,0.17631,0.192685,0.19253,0.1925,0.19287,11239340.893988
2017-08-09,0.19609,0.18,0.182415,0.18237,0.18237,0.18246,6646946.4425606
2017-08-10,0.18521,0.1777,0.18068,0.1804,0.18033,0.18103,4788479.7907359
2017-08-11,0.185,0.17546,0.17855,0.17946,0.1781,0.179,10266217.630605
2017-08-12,0.18246,0.17127,0.17281,0.172,0.17199,0.17363,7279981.5110617
2017-08-13,0.17404,0.15844,0.16591,0.16643,0.16543,0.16639,8579786.5612039
2017-08-14,0.18049,0.16432,0.16741,0.167,0.167,0.16782,6326153.2242935
2017-08-15,0.16877,0.15179,0.156915,0.15653,0.15652,0.15731,10843519.465937
2017-08-16,0.15975,0.14818,0.158105,0.15831,0.1579,0.15831,12070024.780721
2017-08-17,0.16119,0.15351,0.15953,0.15998,0.1591,0.15996,7412207.8879054
2017-08-18,0.17147,0.1511,0.156455,0.15701,0.1559,0.15701,14995992.077857
2017-08-19,0.1616,0.14738,0.154125,0.154,0.154,0.15425,8895812.3623306
2017-08-20,0.16158,0.149,0.16014,0.1606,0.15968,0.1606,7874949.5252325
2017-08-21,0.1983,0.1518,0.197605,0.198,0.19721,0.198,28800845.790545
2017-08-22,0.26104,0.1701,0.235795,0.2358,0.23579,0.2358,84912342.311459
2017-08-23,0.2999,0.2135,0.263215,0.26333,0.2631,0.26333,95048149.147527
2017-08-24,0.28769,0.21124,0.217025,0.21799,0.21608,0.21797,59281801.661477
2017-08-25,0.23089,0.201,0.21661,0.21699,0.21623,0.21699,36232904.70424
2017-08-26,0.23087,0.2056,0.21085,0.2115,0.21071,0.21099,13993493.141032
2017-08-27,0.21148,0.192,0.201685,0.20239,0.20111,0.20226,14010021.044982
2017-08-28,0.2425,0.194,0.2259,0.2257,0.2257,0.2261,43603789.833724
2017-08-29,0.22692,0.21206,0.21851,0.21807,0.21808,0.21894,24207523.067765
2017-08-30,0.23326,0.21602,0.2289,0.2288,0.2288,0.229,15626447.378092
2017-08-31,0.2589,0.2271,0.25832,0.25856,0.25808,0.25856,18735081.676587
2017-09-01,0.26526,0.241,0.25398,0.2538,0.2538,0.25416,20766179.747553
2017-09-02,0.2542,0.21811,0.22166,0.22119,0.2212,0.22212,19369052.227262
2017-09-03,0.238,0.21067,0.228615,0.22925,0.22803,0.2292,13224674.756181
2017-09-04,0.23043,0.1886,0.20786,0.207,0.20703,0.20869,20817999.438974
2017-09-05,0.21735,0.18862,0.21492,0.21566,0.21418,0.21566,14035909.93929
2017-09-06,0.23057,0.21458,0.23034,0.23049,0.2303,0.23038,11058195.89246
2017-09-07,0.23289,0.22039,0.228545,0.22859,0.2285,0.22859,8678580.0067757
2017-09-08,0.22928,0.20134,0.2107,0.211,0.21043,0.21097,11914222.123596
2017-09-09,0.21409,0.20617,0.21348,0.21234,0.21297,0.21399,4206937.6813457
2017-09-10,0.2243,0.19699,0.217475,0.218,0.21695,0.218,8667336.3296898
2017-09-11,0.22184,0.20799,0.217645,0.21779,0.2174,0.21789,10066692.073989
2017-09-12,0.224,0.2052,0.21072,0.21074,0.2107,0.21074,10328345.674751
2017-09-13,0.21058,0.19066,0.200855,0.20051,0.20022,0.20149,9181584.4214859
2017-09-14,0.20209,0.16612,0.17406,0.17381,0.17341,0.17471,17151594.396816
2017-09-15,0.19199,0.14765,0.185995,0.18659,0.18541,0.18658,23033706.29727
2017-09-16,0.192,0.17303,0.18292,0.18235,0.18245,0.18339,10752021.307502
2017-09-17,0.18454,0.17131,0.18169,0.182,0.18138,0.182,5714945.4302057
2017-09-18,0.19427,0.18001,0.19289,0.19335,0.1926,0.19318,14868173.650233
2017-09-19,0.19477,0.18201,0.18451,0.1843,0.1843,0.18472,10987748.100589
2017-09-20,0.18987,0.18047,0.18408,0.184,0.18401,0.18415,6951905.1339875
2017-09-21,0.18524,0.16873,0.17171,0.17194,0.17148,0.17194,10516130.885025
2017-09-22,0.17709,0.1665,0.1722,0.17137,0.17197,0.17243,6235339.7940353
2017-09-23,0.1807,0.16938,0.17733,0.17739,0.17726,0.1774,8387170.5674723
2017-09-24,0.1799,0.1731,0.17655,0.17591,0.17635,0.17675,4475751.7938934
2017-09-25,0.187,0.17389,0.185635,0.1855,0.18535,0.18592,7186307.4606029
2017-09-26,0.19698,0.17977,0.192785,0.19294,0.19262,0.19295,16360496.736591
2017-09-27,0.21497,0.18716,0.210195,0.21,0.21,0.21039,29149105.306859
2017-09-28,0.2112,0.19608,0.20286,0.20235,0.20235,0.20337,21160900.283428
2017-09-29,0.2052,0.18746,0.1967,0.19625,0.1964,0.197,15718566.270905
2017-09-30,0.20586,0.19436,0.1996,0.19913,0.19913,0.20007,18694503.654843
2017-10-01,0.20325,0.19573,0.20242,0.20269,0.20215,0.20269,6962403.8301684
2017-10-02,0.20977,0.2,0.203655,0.20458,0.20361,0.2037,12583799.189858
2017-10-03,0.206,0.19722,0.202405,0.2024,0.2024,0.20241,8068704.480522
2017-10-04,0.2166,0.20093,0.21239,0.21194,0.21207,0.21271,22479709.819951
2017-10-05,0.24462,0.21137,0.239195,0.2387,0.2387,0.23969,68758555.046313
2017-10-06,0.24472,0.23169,0.235075,0.235,0.23505,0.2351,46353092.390307
2017-10-07,0.24098,0.2323,0.240865,0.24097,0.24076,0.24097,19997975.487586
2017-10-08,0.284,0.23847,0.276465,0.27637,0.27638,0.27655,66371849.919819
2017-10-09,0.28198,0.23325,0.246235,0.24628,0.24619,0.24628,85917895.865377
2017-10-10,0.267,0.2415,0.257695,0.25769,0.25769,0.2577,47782437.476741
2017-10-11,0.26589,0.2546,0.26204,0.2627,0.2619,0.26218,35086908.942164
2017-10-12,0.26539,0.24559,0.253175,0.2524,0.25293,0.25342,47088684.674648
2017-10-13,0.2657,0.23231,0.25769,0.25778,0.2576,0.25778,74485234.743491
2017-10-14,0.2692,0.254,0.258705,0.25874,0.2587,0.25871,73385002.581889
2017-10-15,0.27,0.24701,0.261845,0.262,0.26141,0.26228,51466195.742829
2017-10-16,0.3,0.25152,0.259945,0.25999,0.2599,0.25999,151067344.66781
2017-10-17,0.2659,0.21,0.22505,0.2254,0.2247,0.2254,92090023.102841
2017-10-18,0.23454,0.19964,0.216895,0.21699,0.2168,0.21699,74549031.158912
2017-10-19,0.2327,0.206,0.213465,0.2135,0.2132,0.21373,67435631.867739
2017-10-20,0.2234,0.20502,0.206655,0.2067,0.20661,0.2067,51369326.476117
2017-10-21,0.21098,0.197,0.20623,0.20608,0.20608,0.20638,32286721.089024
2017-10-22,0.21215,0.19449,0.200475,0.2005,0.2003,0.20065,39084653.728493
2017-10-23,0.202,0.1823,0.19245,0.1925,0.1924,0.1925,28976677.708807
2017-10-24,0.21697,0.18289,0.206085,0.20591,0.20591,0.20626,85491154.988395
2017-10-25,0.20647,0.19562,0.202265,0.2022,0.2022,0.20233,46984438.764008
2017-10-26,0.2048,0.1986,0.20163,0.20127,0.20127,0.20199,12314104.650708
2017-10-27,0.2028,0.19766,0.200475,0.2008,0.20016,0.20079,7791206.5410104
2017-10-28,0.2008,0.19671,0.19846,0.19832,0.19832,0.1986,6181380.0925447
2017-10-29,0.20659,0.1961,0.2025,0.20275,0.20225,0.20275,13005856.650956
2017-10-30,0.205,0.19996,0.20166,0.20179,0.20154,0.20178,10049715.002796
2017-10-31,0.20345,0.19852,0.199235,0.19923,0.19923,0.19924,8636565.6743444
2017-11-01,0.20055,0.1901,0.191385,0.19164,0.19103,0.19174,16972347.051357
2017-11-02,0.19905,0.17421,0.19322,0.19324,0.1932,0.19324,36524075.493384
2017-11-03,0.2288,0.188,0.207885,0.20778,0.20778,0.20799,63425064.73625
2017-11-04,0.2098,0.19924,0.20225,0.20281,0.20172,0.20278,13065004.711487
2017-11-05,0.20342,0.19811,0.199925,0.19994,0.19991,0.19994,11842878.857438
2017-11-07,0.20713,0.19782,0.20143,0.20189,0.20098,0.20188,20405025.864678
2017-11-08,0.2065,0.199,0.205425,0.2052,0.2052,0.20565,16885767.865372
2017-11-09,0.22417,0.20233,0.21721,0.21747,0.21695,0.21747,41518964.593976
2017-11-10,0.222,0.212,0.216335,0.21628,0.2163,0.21637,32840663.415552
2017-11-11,0.21853,0.19801,0.202935,0.20295,0.20292,0.20295,35545540.197305
2017-11-12,0.215,0.2015,0.20842,0.20894,0.2079,0.20894,32725605.711265
2017-11-13,0.20876,0.18706,0.190355,0.19001,0.1901,0.19061,92699873.058866
2017-11-14,0.2,0.18932,0.199995,0.2,0.19999,0.2,36473244.304075
2017-11-15,0.211,0.1989,0.204765,0.20465,0.20443,0.2051,26331471.36799
2017-11-16,0.21023,0.20301,0.2086,0.20867,0.2085,0.2087,25973964.709812
2017-11-17,0.2815,0.20574,0.22653,0.2267,0.22636,0.2267,265344552.46852
2017-11-18,0.2436,0.21662,0.224045,0.22379,0.2239,0.22419,83501532.80137
2017-11-19,0.23019,0.21852,0.227535,0.22742,0.22742,0.22765,33381708.23954
2017-11-20,0.23875,0.22375,0.232705,0.23264,0.2325,0.23291,41774017.787053
2017-11-21,0.247,0.23118,0.241085,0.24098,0.24099,0.24118,50580509.331159
2017-11-22,0.24501,0.22418,0.232075,0.232,0.232,0.23215,49973982.454802
2017-11-23,0.2424,0.23158,0.23833,0.23849,0.23817,0.23849,39369285.662123
2017-11-24,0.25109,0.2354,0.23871,0.23878,0.23864,0.23878,62251033.91502
2017-11-25,0.24472,0.22961,0.24075,0.2406,0.2406,0.2409,58792689.704444
2017-11-27,0.25049,0.242,0.24545,0.2454,0.2454,0.2455,31086437.249618
2017-11-28,0.25186,0.24,0.246765,0.24719,0.24634,0.24719,49129937.237424
2017-11-29,0.28127,0.24636,0.279405,0.27949,0.27857,0.28024,121914420.27077
2017-11-30,0.2798,0.197,0.235355,0.2357,0.23501,0.2357,131733671.18801
2017-12-01,0.24682,0.21571,0.23489,0.23487,0.23488,0.2349,62878453.085745
2017-12-02,0.2545,0.22451,0.24827,0.24827,0.24825,0.24829,47928920.692553
2017-12-03,0.2502,0.23938,0.243895,0.24399,0.24379,0.244,30682423.784532
2017-12-04,0.2596,0.23103,0.24494,0.24489,0.24489,0.24499,49977537.985345
2017-12-05,0.24873,0.233,0.24639,0.24647,0.24636,0.24642,41848361.705206
2017-12-06,0.24671,0.22557,0.231865,0.2321,0.23163,0.2321,65009743.763861
2017-12-07,0.2351,0.20876,0.21536,0.21481,0.2149,0.21582,88122743.410406
2017-12-08,0.2191,0.197,0.20628,0.20565,0.20569,0.20687,78005999.305528
2017-12-09,0.25692,0.20056,0.233895,0.23401,0.23353,0.23426,175486033.39719
2017-12-10,0.24539,0.22923,0.235345,0.23586,0.23484,0.23585,74468096.448566
2017-12-11,0.2378,0.22108,0.22828,0.22798,0.22799,0.22857,59973678.639411
2017-12-12,0.24906,0.228,0.248175,0.24821,0.24814,0.24821,52028813.206372
2017-12-14,0.59999,0.35169,0.457045,0.45669,0.4567,0.45739,476678662.76652
2017-12-15,0.89882,0.451,0.859925,0.86,0.85989,0.85996,691285505.71935
2017-12-16,0.865,0.6122,0.735645,0.73589,0.7354,0.73589,388896187.42081
2017-12-17,0.815,0.707,0.739295,0.73956,0.73903,0.73956,163596235.05921
2017-12-18,0.755,0.69522,0.710135,0.70932,0.70932,0.71095,79951183.56846
2017-12-19,0.7933,0.6353,0.75441,0.75624,0.75311,0.75571,159141652.39565
2017-12-20,0.84111,0.70097,0.728645,0.729,0.72823,0.72906,177411590.30502
2017-12-21,0.74,0.64468,0.712995,0.71395,0.71201,0.71398,128230996.54747
2017-12-22,1.14,0.71074,1.12035,1.1194,1.12,1.1207,459677799.48968
2018-01-01,2.089,1.6033,1.96455,1.9656,1.9638,1.9653,141696534.10683
2018-01-02,2.1,1.802,2.0462,2.0448,2.0448,2.0476,57686981.152714
2018-01-03,2.2158,1.841,2.18615,2.1846,2.1849,2.1874,98985899.38331
2018-01-04,2.8599,2.1352,2.73065,2.7311,2.7301,2.7312,209510608.78364
2018-01-05,3.3,2.606,2.75365,2.7535,2.7535,2.7538,276938282.95408
2018-01-06,3.059,2.2273,2.5057,2.5066,2.5048,2.5066,201951426.81575
2018-01-07,2.85,2.4463,2.6477,2.65,2.6472,2.6482,78938772.798158
2018-01-08,2.8099,2.5597,2.7581,2.7604,2.7558,2.7604,50996393.641586
2018-01-09,2.7604,1.91,2.38485,2.3832,2.3848,2.3849,138361842.49803
2018-01-10,2.4893,1.9,2.0778,2.0794,2.0776,2.078,120499329.09382
2018-01-11,2.121,1.61,1.95235,1.9498,1.9523,1.9524,210205994.29222
2018-01-12,2.25,1.53,1.924,1.923,1.923,1.925,275953796.97169
2018-01-13,2.15,1.785,2.0128,2.013,2.0125,2.0131,130708402.80402
2018-01-14,2.091,1.9461,1.9861,1.9849,1.9849,1.9873,53046885.106589
2018-01-15,1.9879,1.73,1.8202,1.8194,1.8193,1.8211,54686994.530499
2018-01-16,1.877,1.615,1.66095,1.6599,1.66,1.6619,50372369.619053
2018-01-17,1.6798,0.85,1.14135,1.141,1.1385,1.1442,381882116.74545
2018-01-18,1.3783,0.85,1.3035,1.3041,1.3029,1.3041,397259713.30625
2018-01-19,1.719,1.213,1.53325,1.5316,1.5316,1.5349,299874616.63585
2018-01-20,1.6759,1.45,1.53405,1.534,1.534,1.5341,134345479.54046
2018-01-21,1.62,1.465,1.5583,1.5574,1.557,1.5596,80559048.176618
2018-01-22,1.5597,1.301,1.3632,1.3619,1.3619,1.3645,123814752.91559
2018-01-23,1.4122,1.1223,1.3421,1.3417,1.3418,1.3424,155552843.75727
2018-01-24,1.439,1.1738,1.3299,1.33,1.3298,1.33,162534798.33934
2018-01-25,1.3772,1.2713,1.30165,1.3034,1.3006,1.3027,55066890.743088
2018-01-26,1.32,1.1032,1.21235,1.213,1.2118,1.2129,97178269.840898
2018-01-27,1.249,1.169,1.21175,1.2132,1.2113,1.2122,47777682.763487
2018-01-28,1.406,1.2113,1.37305,1.3732,1.3729,1.3732,57925689.879488
2018-01-29,1.3763,1.25,1.2688,1.2692,1.2684,1.2692,46663812.208707
2018-01-30,1.2738,1.0792,1.09965,1.099,1.099,1.1003,80078469.480943
2018-01-31,1.1528,1.0234,1.12695,1.1275,1.1269,1.127,68250519.873101
2018-02-01,1.146,0.90946,0.968245,0.97,0.96749,0.969,114076291.50453
2018-02-02,0.9685,0.671,0.891705,0.89171,0.8917,0.89171,314853043.40838
2018-02-03,1.0207,0.77802,0.952625,0.95112,0.95122,0.95403,159603833.54283
2018-02-04,0.96879,0.775,0.82215,0.8217,0.8217,0.8226,123796594.21299
2018-02-05,0.8343,0.63702,0.676985,0.67574,0.67658,0.67739,191952381.52316
2018-02-06,0.777,0.5729,0.76626,0.7666,0.76594,0.76658,246247967.28038
2018-02-07,0.80606,0.6923,0.718595,0.71839,0.71839,0.7188,111278925.36711
2018-02-08,0.78987,0.7081,0.779795,0.78099,0.77915,0.78044,84380484.925438
2018-02-09,0.9288,0.73574,0.909415,0.909,0.90863,0.9102,131302364.01928
2018-02-10,1.2276,0.90531,1.0342,1.0345,1.0339,1.0345,313769534.50191
2018-02-11,1.0399,0.891,0.96287,0.961,0.96244,0.9633,161366900.14883
2018-02-12,1.0783,0.9515,1.0413,1.0406,1.0405,1.0421,116248497.69377
2018-02-13,1.0483,0.9618,0.985895,0.98589,0.98589,0.9859,67079229.725224
2018-02-14,1.155,0.97652,1.1277,1.127,1.1271,1.1283,104030919.75098
2018-02-15,1.1434,1.0675,1.1139,1.1138,1.1137,1.1141,85593955.10378
2018-02-16,1.1175,1.0617,1.11005,1.1104,1.11,1.1101,48969190.845688
2018-02-17,1.2046,1.101,1.17295,1.1729,1.1729,1.173,66185571.820242
2018-02-18,1.1799,1.0366,1.07685,1.077,1.0768,1.0769,61745936.345155
2018-02-19,1.1326,1.0627,1.1079,1.1081,1.1073,1.1085,29945614.984705
2018-02-20,1.135,1.0081,1.02105,1.0212,1.0207,1.0214,50880180.346108
2018-02-21,1.0376,0.935,0.951335,0.95162,0.9509,0.95177,67630858.585256
2018-02-22,0.998,0.8611,0.8933,0.8939,0.8924,0.8942,70044826.376251
2018-02-23,0.98249,0.8501,0.944205,0.94406,0.94379,0.94462,58072544.471975
2018-02-24,0.96694,0.86862,0.90207,0.90247,0.90167,0.90247,35666950.351338
2018-02-25,0.92399,0.87607,0.90019,0.9,0.9,0.90038,24396099.9304
2018-02-26,0.94187,0.8727,0.925615,0.92602,0.92521,0.92602,34908234.406337
2018-02-27,0.95816,0.91623,0.93112,0.93125,0.931,0.93124,27053746.707602
2018-02-28,0.94605,0.88,0.883065,0.88264,0.88265,0.88348,27565081.109216
2018-03-01,0.94837,0.87207,0.9159,0.91643,0.91522,0.91658,31506513.175685
2018-03-02,0.92138,0.88509,0.89758,0.89728,0.8974,0.89776,17516042.136658
2018-03-03,0.92306,0.88884,0.89822,0.89775,0.89778,0.89866,23998858.050313
2018-03-04,1.0312,0.88012,0.998355,0.99835,0.99835,0.99836,66014925.737842
2018-03-05,1.086,0.9415,0.94443,0.9431,0.94411,0.94475,139291419.07971
2018-03-06,0.97944,0.8863,0.902195,0.90219,0.90219,0.9022,81407060.694929
2018-03-07,0.91365,0.78579,0.85012,0.85049,0.84976,0.85048,90501453.347614
2018-03-08,0.87083,0.78911,0.807995,0.808,0.80799,0.808,49377275.273367
2018-03-09,0.84157,0.7309,0.83133,0.83089,0.83073,0.83193,88916673.712203
2018-03-10,0.84134,0.7656,0.77774,0.77729,0.77727,0.77821,37840953.121377
2018-03-11,0.83012,0.74765,0.81357,0.81352,0.81352,0.81362,47685845.108035
2018-03-12,0.82786,0.76417,0.784495,0.78449,0.78449,0.7845,32558307.12365
2018-03-13,0.7985,0.7612,0.7752,0.77561,0.77479,0.77561,24863449.824744
2018-03-14,0.79042,0.651,0.680675,0.68063,0.68063,0.68072,46736052.225053
2018-03-15,0.72436,0.62776,0.68393,0.68368,0.68366,0.6842,74138669.378488
2018-03-16,0.70997,0.65739,0.688725,0.68911,0.6886,0.68885,51810834.89472
2018-03-17,0.69336,0.61277,0.639185,0.63919,0.63918,0.63919,37469173.022227
2018-03-18,0.685,0.5367,0.646405,0.64443,0.64583,0.64698,106022856.96526
2018-03-19,0.7064,0.6262,0.68355,0.68362,0.6835,0.6836,80567362.954527
2018-03-20,0.72512,0.65535,0.701855,0.70223,0.70148,0.70223,78092628.337061
2018-03-21,0.7076,0.66138,0.672395,0.67225,0.67151,0.67328,46415349.48602
2018-03-22,0.69021,0.61932,0.649105,0.64911,0.6491,0.64911,41795541.133348
2018-03-23,0.65828,0.6126,0.62792,0.62767,0.62767,0.62817,39072613.342197
2018-03-24,0.678,0.62512,0.63614,0.63669,0.6357,0.63658,33972121.471231
2018-03-25,0.6547,0.6211,0.63768,0.63757,0.63757,0.63779,22558635.973738
2018-03-26,0.63976,0.575,0.598685,0.59835,0.59835,0.59902,45454443.070605
2018-03-27,0.60225,0.55601,0.579365,0.57936,0.57936,0.57937,38036081.005126
2018-03-28,0.58903,0.56343,0.57413,0.57418,0.57407,0.57419,23149874.761972
2018-03-29,0.57489,0.49696,0.520015,0.5203,0.51972,0.52031,60931712.844407
2018-03-30,0.52636,0.47,0.49148,0.49147,0.49147,0.49149,79847525.091165
2018-03-31,0.522,0.48872,0.500965,0.50106,0.50063,0.5013,41135395.196905
2018-04-01,0.50975,0.4541,0.47925,0.4795,0.479,0.4795,41478956.122964
2018-04-02,0.50439,0.4701,0.49032,0.49045,0.49019,0.49045,32017869.296426
2018-04-03,0.55,0.49002,0.53625,0.5365,0.5361,0.5364,59254217.03699
2018-04-04,0.55411,0.485,0.48955,0.48958,0.48952,0.48958,51297610.459156
2018-04-05,0.498,0.47382,0.49043,0.49032,0.49042,0.49044,39898250.454555
2018-04-06,0.49607,0.458,0.467805,0.46765,0.46764,0.46797,29405776.272524
2018-04-07,0.4972,0.4633,0.48562,0.48599,0.48531,0.48593,26435751.056887
2018-04-08,0.50366,0.48041,0.500705,0.5007,0.5007,0.50071,18025121.478562
2018-04-09,0.51195,0.47323,0.481765,0.48148,0.48176,0.48177,33662467.21152
2018-04-10,0.49359,0.47736,0.48818,0.488,0.488,0.48836,14915282.251321
2018-04-11,0.51,0.48509,0.509265,0.5093,0.50922,0.50931,21661901.222639
2018-04-12,0.66548,0.50229,0.6486,0.64998,0.64722,0.64998,152982252.54936
2018-04-13,0.70823,0.61223,0.64063,0.64101,0.64026,0.641,134032619.58285
2018-04-14,0.673,0.6201,0.64716,0.6473,0.64702,0.6473,58760423.058712
